reduced_formulas,descriptive_formulas,bandgap
Cu3Sb1S4,Cu3SbS4,0.47
Cu1Sb1S2,CuSbS2,1.4
Cu3Sb1S4,Cu3SbS4,0.47
Cd1Se1,CdSe,3.3
Cd1Se1,CdSe,1.7
Cd1Se1,CdSe,0.8
Cd1Se1,CdSe,3.0
Cd1Se1,CdSe,2.3
Cd1Se1,CdSe,1.9
Cu4Bi4S9,Cu4Bi4S9,0.93
Se1,Se,1.2999999999999998
Se1,Se,1.225
Se1,Se,1.45
Se1,Se,1.2999999999999998
Se1,Se,1.2999999999999998
Bi2Te2Se0.15,Bi2Te2Se0.15,0.14
Bi2Se3,Bi2Se3,0.25
Ba2Bi1In1S5,Ba2BiInS5,1.55
Ge1Se2,GeSe2,2.7
Zn1S1,ZnS,1.5
Zn8S8,Zn8S8,2.78
Zn1S1,ZnS,3.7
Cu1In1Zn1S2,CuInZnS2,2.3
Cu0.09In0.09Zn1S2,Cu0.09In0.09ZnS2,2.3
Zn1S1,ZnS,1.45
Pb2Se3,Pb2Se3,0.27
Pb1Se1,PbSe,2.45
Pb1S1,PbS,0.41
Pb1S1,PbS,1.3
Pb1Se1,PbSe,1.6
Cd1S1,CdS,2.25
Cd1S1,CdS,2.4
Zn0.8Cd0.2S1,Zn0.8Cd0.2S,2.58
S1,S,2.4
Zn1S1,ZnS,3.5
Cd0.1Zn0.9S1,Cd0.Zn0.9S,2.51
Cd1Se1,CdSe,1.7
Ag1In1S2,AgInS2,1.87
Ag1In1S2,AgInS2,3.91
Zn1S1,ZnS,3.91
Ag1In1S3Zn1,AgInS3Zn,3.91
Cd1S1,CdS,2.4
In2S3,In2S3,2.07
Zn1In2S4,ZnIn2S4,2.3
In2S3,In2S3,2.13
Zn1S1,ZnS,3.91
Zn1S1,ZnS,3.91
Zn1S1,ZnS,3.67
Cu1Sb1S2,CuSbS2,1.4
Cu1Sb1S2,CuSbS2,1.45
Cu1Sb1S2,CuSbS2,1.4
Zn1S1,ZnS,3.6
Cd1S1,CdS,2.42
In2S3,In2S3,2.15
Sn1S1,SnS,1.3
Cd1Se1,CdSe,1.81
Cd1S1,CdS,2.42
Cd1S1,CdS,2.23
Bi2S3,Bi2S3,2.5549999999999997
Bi1Mn0.2S3,BiMn0.2S3,2.395
Cu1Fe1S2,CuFeS2,0.7
C1H1Cu1Fe1S2,CHCuFeS2,0.6
S1B1,SB,3.0
In2Se3,In2Se3,1.6800000000000002
Cd1S1,CdS,2.3
Mo1S2,MoS2,1.0
Ag1In1S2,AgInS2,2.2
Se1,Se,1.05
Bi2Se3,Bi2Se3,0.3
Zn1S1,ZnS,3.2
Zn1S1,ZnS,3.7
Cu1In1S2,CuInS2,1.5
S1Se1Cu2Sn1,SSeCu2Sn,1.71
Cu2Sn1S3,Cu2SnS3,1.15
S1Se1Cu2Sn1,SSeCu2Sn,0.12
S1Se1Cu2Sn1,SSeCu2Sn,1.71
Cu1Ga1S2,CuGaS2,2.49
Zn1S1,ZnS,3.8
Ga1S1,GaS,1.605
Ga1Se1,GaSe,2.252
Cd1S1,CdS,2.45
In2S3,In2S3,1.18
Cu1In1Se2,CuInSe2,0.78
Zn1S1,ZnS,3.7
Tl1In1Se2,TlInSe2,1.4
Cd1S1,CdS,2.4
In2S3,In2S3,2.15
Cu3Sb1S3,Cu3SbS3,2.95
Cu3Sb1Se3,Cu3SbSe3,1.68
Cu3Sb1S3,Cu3SbS3,2.13
Cu3Sb1Se3,Cu3SbSe3,1.5
Cu3Bi1Se3,Cu3BiSe3,1.5
Cu3Sb1S3,Cu3SbS3,2.02
Cu3Sb1S3,Cu3SbS3,1.35
Cu3Sb1S3,Cu3SbS3,2.95
Cu3Sb1Se3,Cu3SbSe3,1.68
Cu3Bi1Se3,Cu3BiSe3,1.5
Cu3Sb1Se3,Cu3SbSe3,1.76
Mo1S2,MoS2,1.8
Cd1S1,CdS,2.245
Cd1S1,CdS,2.245
Cu1S1,CuS,2.19
Cu1S1,CuS,1.85
In2S3,In2S3,2.15
Mn1S2,MnS2,0.69
Mn1Se2,MnSe2,0.01
Cd1Se1,CdSe,1.75
Mo1S2,MoS2,1.2
Mo1S2,MoS2,1.8
Cd1S1,CdS,2.4
Cu1In1Se2,CuInSe2,1.4
Zn1S1,ZnS,3.6
Cd1S1,CdS,2.4
Zn1S1,ZnS,3.6
Cd1S1,CdS,2.4
Cu1Ag1Zn1Sn1S4,CuAgZnSnS4,1.4
Cd1S1,CdS,1.8
Zn1S1,ZnS,1.8
Cd1S1,CdS,2.1
Ag1In1Cd1S2,AgInCdS2,2.4
Cd1S1,CdS,2.36
Cd1S1,CdS,2.53
Cd1Se1,CdSe,1.585
Cd1Se1Te1,CdSeTe,1.48
Cd1Se1Te1,CdSeTe,1.48
Zn1S1,ZnS,2.4
Cd1S1,CdS,2.4
Cd1S1,CdS,2.5
Zn1S1,ZnS,3.8
In2S3,In2S3,2.2
In2S3,In2S3,2.2
Ba6Sn6Se13,Ba6Sn6Se13,1.52
Ba6Sn6Se13,Ba6Sn6Se13,1.52
Cd1S1,CdS,2.42
Bi4S6,Bi4S6,1.3
Bi2S3,Bi2S3,1.89
Bi2S3,Bi2S3,1.3
Bi2S3,Bi2S3,1.89
Cd1S1,CdS,2.3
Cu1In1Se2,CuInSe2,1.0
Cu1In1Al1Se2,CuInAlSe2,1.0
Cd1S1,CdS,2.4
Pb1Se1,PbSe,0.7
Pb1Se1Te1,PbSeTe,1.0
Pb1Se1,PbSe,0.3
Cd1S1,CdS,2.4
Cd1S1,CdS,2.4
Cd1S1,CdS,2.4
Cd1S1,CdS,2.4
Bi2Se3,Bi2Se3,1.55
Bi2Se3,Bi2Se3,0.3
Bi2Se3,Bi2Se3,1.55
Co1Se1,CoSe,1.7
Sn1S1,SnS,1.6
Sn1S1,SnS,1.3
Sn1S1,SnS,1.3
Sb2Se3,Sb2Se3,1.2
Bi2Se3,Bi2Se3,0.3
Cd1S1,CdS,2.25
Mo1S2,MoS2,1.8
Cd1S1,CdS,2.4
Mo1S2,MoS2,1.9
Mo1S2,MoS2,1.4
Mo1S2,MoS2,1.2
Cd1S0.5Se0.5,CdS0.5Se0.5,2.7
Cd1S0.5Se0.5,CdS0.5Se0.5,1.74
Cd1S0.5Se0.5,CdS0.5Se0.5,2.2
Cd1Se1,CdSe,2.025
Mo1S2,MoS2,1.8
Bi2Se32,Bi2Se32,0.3
Cu3Bi1S3,Cu3BiS3,1.4
In2S3,In2S3,2.3
Sb2S3,Sb2S3,1.8
Ge1S1,GeS,1.6
Ge1Se1,GeSe,1.6
Se1,Se,1.4
In2S3,In2S3,2.07
Cd1S1,CdS,2.4
Cd1Se1,CdSe,2.29
Cu1In1S2,CuInS2,1.5
Cu1In1S2,CuInS2,1.5
Cu1Ga1S2,CuGaS2,2.48
Mo1S2,MoS2,1.75
Cd1S1,CdS,2.59
C16H18Cl1N3S1,C16H18ClN3S,0.13
Cd1S1,CdS,2.4
Cd1S1,CdS,2.18
Mo1Se2,MoSe2,1.7999999999999998
Mo1Se2,MoSe2,1.7999999999999998
Mo1Se2,MoSe2,1.9
Ba1Y2S4,BaY2S4,3.26
S1,S,3.26
Zn1S1,ZnS,3.27
Ag4S2,Ag4S2,1.0
Zn1Se1,ZnSe,2.7
Zn1Se1,ZnSe,3.0
Zn1Se1,ZnSe,3.0
Zn1Se1,ZnSe,3.0
Zn1Se1,ZnSe,3.0
Zn1Se1,ZnSe,2.1
Zn1Se1,ZnSe,2.4
Zn1Se1,ZnSe,2.1
Zn1In2S4,ZnIn2S4,2.4
Cd1S1,CdS,2.4
Bi2Se3,Bi2Se3,0.3
Bi2Se3,Bi2Se3,0.155
Fe1Se2,FeSe2,0.69
Bi2S3,Bi2S3,1.3
Bi2S3,Bi2S3,1.31
Cd1S1,CdS,2.59
B1S1N1,BSN,3.37
Cd1S1,CdS,3.6
Cu3Sn1S4,Cu3SnS4,1.38
Cu3Sn1S4,Cu3SnS4,1.38
Cd1S1,CdS,2.24
Cd1S1,CdS,2.4
Cd1S1,CdS,2.4
Cd1S1,CdS,2.37
Zn1S1,ZnS,3.69
Ag1In1S2,AgInS2,1.95
Cd1In2S4,CdIn2S4,2.205
Zn1In2S4,ZnIn2S4,2.25
Ag1In5S8,AgIn5S8,2.135
Zn1Se1,ZnSe,2.67
Fe1S2,FeS2,0.95
Zn1S2,ZnS2,2.25
Zn1Fe1S2,ZnFeS2,0.9565
Mo1S2,MoS2,1.9
Cu3Bi1S3,Cu3BiS3,1.4
Cu1S1,CuS,1.2
Cd1S1,CdS,2.35
Cd1S1,CdS,2.35
Cd1S1,CdS,2.4
Bi2S3,Bi2S3,1.6
Cd1Se1,CdSe,1.74
Cd1Se1,CdSe,1.97
Zn1S1,ZnS,3.7
Mo1S2,MoS2,1.3800000000000001
Mo1S2,MoS2,1.9
Mo1S2,MoS2,1.3800000000000001
Cu1Ga2In3S8,CuGa2In3S8,1.91
Bi4S6,Bi4S6,1.38
Bi2S3,Bi2S3,0.89
Cd1S1,CdS,2.4
Cd1S1,CdS,2.4
Cu2S1,Cu2S,1.2
Cu2S1,Cu2S,1.2
Mo1S2,MoS2,1.8
Mo1S2,MoS2,1.29
Mo1S2,MoS2,1.9
Ga1Se1,GaSe,2.11
Zn1S1,ZnS,3.6
Ga2S3,Ga2S3,2.8
Ga2S3,Ga2S3,1.99
Ga2S3,Ga2S3,0.73
S1,S,2.8
Bi2S3,Bi2S3,1.5
Bi2S3,Bi2S3,1.3
Ba1Ga4S7,BaGa4S7,3.0
Zn1S1,ZnS,3.7
Zn1S1,ZnS,3.9
Zn1S1,ZnS,2.05
Ca1S1,CaS,4.4
Zn1S1,ZnS,3.61
Mo1S2,MoS2,1.8
Pd1P1S1,PdPS,1.45
Mo1S2,MoS2,0.002
Sn1Se1,SnSe,0.9
Cu2Sn1Se3,Cu2SnSe3,0.84
Sn1Se1,SnSe,1.1
Mo1S2,MoS2,1.3
Mo1S2,MoS2,1.68
Mo1S2,MoS2,1.2
Mo1S2,MoS2,1.35
Ag3Ga3Si1Se1,Ag3Ga3SiSe,2.3
Ag3Ga3Si1Se8,Ag3Ga3SiSe8,2.3
Ag1Ga1Se2,AgGaSe2,1.86
Ag1Ga1Ge1S4,AgGaGeS4,0.26
Ag3Ga3Si1Se8,Ag3Ga3SiSe8,2.3
Cu2S1,Cu2S,1.4
Cu2S1,Cu2S,1.4
Ag1In1Se2,AgInSe2,1.24
Si1Se2,SiSe2,1.73
Ge1Se2,GeSe2,2.7
Ge1Se2,GeSe2,2.7
Cd1S1,CdS,3.3
Cd1Se0.3Te0.7,CdSe0.3Te0.7,1.46
Cd1Se0.44Te0.56,CdSe0.44Te0.56,1.46
Cd1Se1,CdSe,1.74
Cd1Se1,CdSe,1.7
Cd1Se1,CdSe,1.6
Zn1S1,ZnS,3.66
Cd1S1,CdS,2.42
Ga1Se1,GaSe,1.028
Ga1Se1,GaSe,2.244
Zn1S1,ZnS,3.66
Cd1S1,CdS,2.3
Sn1S1,SnS,1.25
Sn1S1,SnS,0.15
Cu1Ga1S2,CuGaS2,2.4
Fe1S2,FeS2,0.95
Fe1S2,FeS2,1.3
Fe1S2,FeS2,0.95
Fe1S2,FeS2,0.85
Fe1S2,FeS2,0.3
Zn1S1,ZnS,2.426
Zn1S1,ZnS,1.461
Cd1S1,CdS,2.4
Mo1S2,MoS2,1.78
Mo1S2,MoS2,1.82
Mo1S2,MoS2,1.9
Mo1S2,MoS2,1.8
Cd1S1,CdS,3.53
Zn1S1,ZnS,3.9
Mo1S2,MoS2,0.9
S4Zr1,S4Zr,1.0
S6Mo1,S6Mo,1.82
Ga1S1,GaS,2.57
Se1,Se,0.2
Mo1S1Se1,MoSSe,1.85
Pt1Se2,PtSe2,1.8
Cu3Sn1S4,Cu3SnS4,1.4
Cu3Sn1S4,Cu3SnS4,1.34
Cd1S1,CdS,2.4
Cd1S1,CdS,3.5
Cd1S1,CdS,2.4
Cd1S1,CdS,2.4
Zn1S1,ZnS,3.6
Cd1Se1,CdSe,1.75
Ba4Ga4Sn1Se12,Ba4Ga4SnSe12,2.16
Ba4Ga4Sn1Se12,Ba4Ga4SnSe12,2.16
Ba4Sn1Ga4Se12,Ba4SnGa4Se12,1.42
Ba4Ga4Sn1Se12,Ba4Ga4SnSe12,2.16
Cd1S1,CdS,2.4
Pb1S1,PbS,1.26
Fe1Sb1S1,FeSbS,0.8
Zn1S1,ZnS,3.7
Zn1S1,ZnS,3.61
Cd1S1,CdS,2.4
Cu2S1,Cu2S,2.1
Cu2S3,Cu2S3,1.85
Cu2S1,Cu2S,1.8
Cd1Se1,CdSe,1.86
Cd1S1,CdS,2.73
Cd1S1,CdS,2.43
Cd1Se1S1,CdSeS,2.33
Cd1S1,CdS,2.4
Cd1S1,CdS,2.4
Cd1S1,CdS,2.5
S1,S,2.8600000000000003
Fe1S2,FeS2,0.95
Fe1S2,FeS2,1.05
Fe1S2,FeS2,0.96
Cu1S1,CuS,2.04
Ag1In1Se2,AgInSe2,1.2149999999999999
Ag1In1S2,AgInS2,1.8
S1Se1Ag1In1,SSeAgIn,1.45
S1Se1Ag1In1,SSeAgIn,0.22
S1Se1Ag1In1,SSeAgIn,1.72
Mo1S2,MoS2,1.8
Mo1S2,MoS2,1.6
Mo1S2,MoS2,1.31
Mo2S4B1N1,Mo2S4BN,1.59
Mo3S4Se2,Mo3S4Se2,0.69
Mo2S2Se2,Mo2S2Se2,0.62
Mo1S2,MoS2,0.95
Cu1In1S2,CuInS2,1.5
Fe1S2,FeS2,0.95
Mo1S2,MoS2,1.8
Mo1S2,MoS2,1.3
Cd1S1,CdS,2.42
Pb1S1,PbS,0.42
Mo1S2,MoS2,1.8
Mo1S2,MoS2,1.2
Mo1S2,MoS2,1.2
Mo1S2,MoS2,1.2
Mo1S2,MoS2,1.8
Mo1S2,MoS2,1.737
Mo1S2,MoS2,1.745
Mo1S2,MoS2,0.002
Mo1S2,MoS2,0.002
Cd1S1,CdS,2.4
Cd1S1,CdS,2.4
Mo1S2,MoS2,1.8
Li2S1,Li2S,3.66
Li2S1,Li2S,3.66
Cd1S1,CdS,2.42
Cd1Se1,CdSe,2.42
Pd1N1H2S1,PdNH2S,0.0028
S32C192H352Au64,S32C192H352Au64,1.1
Mo1Se2Al1N1,MoSe2AlN,1.81
Cd1S1,CdS,2.4
Cd1S1,CdS,2.4
Zn0.5Cd0.5S1,Zn0.5Cd0.5S,2.61
Mo1S2,MoS2,1.5499999999999998
Mo1S2,MoS2,1.2
Cu2S3,Cu2S3,1.8
Se1,Se,1.56
Se1,Se,1.71
Sn1S2,SnS2,1.4
Sn1S2,SnS2,2.3
Sn2S3,Sn2S3,1.1
Sn1S2,SnS2,1.4
Sn1S2,SnS2,1.4
Sn1Se1,SnSe,0.9
Sn1Se1,SnSe,1.7
Se1,Se,1.505
Se1,Se,1.25
Ba2Bi1In1S5,Ba2BiInS5,1.61
Hg1S1,HgS,2.025
Hg1S1,HgS,2.025
Hg1S1,HgS,2.025
Ge1Se1,GeSe,1.55
Sn1Ge1S1,SnGeS,1.25
Ge1Se1,GeSe,1.57
Cd1S1,CdS,2.42
Cd1S1,CdS,2.42
Co9S8,Co9S8,3.2
Cu1In1Se2,CuInSe2,1.0
Cu2Se3,Cu2Se3,2.25
Cu1In1Se2,CuInSe2,1.1
Cd1S1,CdS,2.42
Cu1In1Se2,CuInSe2,1.3
Cd1S1,CdS,2.645
Cd1S1,CdS,2.43
Co1Se1,CoSe,1.52
Cu2Zn1Sn1S4,Cu2ZnSnS4,1.5
Sn1S1,SnS,1.34
Zn1S1,ZnS,3.2
Cu2Zn1Sn1S4,Cu2ZnSnS4,1.5
Se1,Se,1.5
Cu1In1S2,CuInS2,1.45
Cu1In1S2,CuInS2,1.07
Cu1In1Se2,CuInSe2,1.04
Cu1In1Se2,CuInSe2,2.24
Cu1In1Se2,CuInSe2,2.2
Zn1S1,ZnS,3.72
Zn1S1,ZnS,3.72
Zn1S4In2,ZnS4In2,3.15
Zn1S1,ZnS,3.5
Sn1S1,SnS,1.3
Sn1S1,SnS,1.44
W1Se2,WSe2,1.21
Pb2P2S6,Pb2P2S6,2.7199999999999998
Pb2P2S6,Pb2P2S6,2.15
Pb2P2S6,Pb2P2S6,2.57
Pb2P2S6,Pb2P2S6,2.56
Pb2P2S6,Pb2P2S6,2.88
Pb1S1,PbS,2.56
Pb2P2S6,Pb2P2S6,2.56
Se1,Se,2.39
Cu1In1S2,CuInS2,1.5
Cu1Fe1S2,CuFeS2,0.6
Cu5Fe1S4,Cu5FeS4,1.25
Cu5Fe1S4,Cu5FeS4,1.25
Bi2S3,Bi2S3,1.3
Bi2S3,Bi2S3,1.42
Bi2S3,Bi2S3,1.5
In2S3,In2S3,2.0999999999999996
Zn1S1,ZnS,3.67
Cu1Ga1S2,CuGaS2,2.43
Cu1Ga1S2,CuGaS2,2.01
Cu1Ga1S2,CuGaS2,2.01
Sn1Se1,SnSe,0.9
Zn1S1,ZnS,3.66
Zn0.5Cd0.5S1,Zn0.5Cd0.5S,2.53
Zn0.5Cd0.5S1,Zn0.5Cd0.5S,2.5149999999999997
Zn0.5Cd0.5S1,Zn0.5Cd0.5S,2.53
Sn1S1,SnS,1.35
Sn1S1,SnS,2.8
Sn1S2,SnS2,2.8
Sn1S1,SnS,1.5
Zn1S1,ZnS,4.0
Zn1S1,ZnS,3.6
Zn1S1,ZnS,3.6
Zn1S1,ZnS,3.6
Zn1In2S4,ZnIn2S4,2.34
Zn1In2S4,ZnIn2S4,1.36
Cu2Zn1Sn1S4,Cu2ZnSnS4,1.5
Cs1Cd1In1Se3,CsCdInSe3,1.75
Cs1Cd1In1Se3,CsCdInSe3,2.17
Cs1Cd1In1Se3,CsCdInSe3,2.17
Cs1Cd1In1Se3,CsCdInSe3,1.75
Cs1Cd1In1Se3,CsCdInSe3,1.75
Se1,Se,3.5
Zn1S1,ZnS,3.7
Zn1S1,ZnS,3.7
Cd1S1,CdS,2.4
Zn1Se1,ZnSe,2.3
Zn1S1,ZnS,3.6
Ag2S1,Ag2S,1.078
Ag2S1,Ag2S,0.9750000000000001
Ag2S1,Ag2S,1.078
Ag2S1,Ag2S,1.078
Ag2S1,Ag2S,1.078
Ag2S1,Ag2S,1.063
Ag2S1,Ag2S,1.078
Ag2S1,Ag2S,1.078
Cd1S1Se1,CdSSe,2.0
Zn1S1,ZnS,3.72
Zn1S1,ZnS,3.43
Cu1In1Se2,CuInSe2,1.04
Bi2S3,Bi2S3,1.3
Cu3Sn1S4,Cu3SnS4,1.46
Cu3Sn1S4,Cu3SnS4,1.21
Cu3Sb1Se3,Cu3SbSe3,1.31
Cd1S1,CdS,2.4
Fe1S2,FeS2,0.89
S1,S,1.55
Cu1In1S2,CuInS2,1.55
Cu1In0.3Ga0.7S2,CuIn0.3Ga0.7S2,1.75
Cu1In0.3Ga0.7S2,CuIn0.3Ga0.7S2,1.75
Cu3Sb1Se4,Cu3SbSe4,0.29
Cu2Zn1Sn1S4,Cu2ZnSnS4,1.0
Zn1S1,ZnS,3.4
Zn1S1,ZnS,3.48
Zn1S1,ZnS,3.48
Cu1In1Se2,CuInSe2,1.04
Cd1S1,CdS,2.24
Zn1Se1,ZnSe,2.67
Mo1S2Al1N1,MoS2AlN,2.0
I1Mo1S2Al1N1,IMoS2AlN,1.9
Pb1S1,PbS,1.61
Cd1S1,CdS,2.5
Pb1S1,PbS,1.61
Pb1S1,PbS,1.5999999999999999
Pb1S1,PbS,0.92
Pb1S1,PbS,1.2650000000000001
Cd1S1,CdS,2.61
Pb1S1,PbS,1.61
Pb1S1,PbS,1.61
Pb1S1,PbS,1.61
Pb1S1,PbS,1.57
Cd1S1,CdS,2.61
Pb1S1,PbS,1.61
Pb1S1,PbS,1.61
Pb1S1,PbS,1.61
Mo1S2,MoS2,1.29
Mo1S2,MoS2,1.89
Mo1S2,MoS2,1.9
Zn1Cd1S1,ZnCdS,2.2
Sn1S1,SnS,1.2
Sn1S1,SnS,1.21
Sn1S1,SnS,1.0
Cd1S1,CdS,2.4
Cd1S1,CdS,2.4
Mo1S2,MoS2,1.23
Cd1S1,CdS,2.4
Bi2S3,Bi2S3,1.4
Ag4S2,Ag4S2,1.0
Sn1Se1,SnSe,0.86
Sn1S1,SnS,1.16
Sn1Se1,SnSe,0.9
Sn1S1Se1,SnSSe,0.9
Sn1S1,SnS,0.85
Zn1S1,ZnS,3.49
Na1Ba4Ge3S10Cl1,NaBa4Ge3S10Cl,3.49
Na1Ba4Ge3S10Cl1,NaBa4Ge3S10Cl,3.49
Na1Ba4Ge3S10Cl1,NaBa4Ge3S10Cl,3.49
Ag1Ga1S2,AgGaS2,2.76
Mn1Sb1Sn1Se4,MnSbSnSe4,0.32
Pb1Se1,PbSe,0.36
Cu1In1S2,CuInS2,1.5
Ag1In1Se2,AgInSe2,1.24
Zn1S1,ZnS,3.6
Pb1S1,PbS,0.71
Cd1S1,CdS,2.13
Mo1S2,MoS2,1.2
Mo1S2,MoS2,1.2
Mo1S2,MoS2,1.61
Mo1S2,MoS2,1.4
Mo1S2,MoS2,1.405
Mo1S2,MoS2,1.9
C1S1I3,CSI3,1.5
Cu1Zn2Al1S4,CuZn2AlS4,1.42
Ag2S1,Ag2S,1.0
Ag1In1S2,AgInS2,1.95
Pb2S3,Pb2S3,0.41
Cd1S1,CdS,2.4
Zn1S1Se1,ZnSSe,3.1
Zn1Se1,ZnSe,2.7
Zn1S1,ZnS,2.65
S1,S,3.065
Zn1S1Se1,ZnSSe,3.065
Cu2S3,Cu2S3,1.25
Cu1S1,CuS,1.81
Cd1S1,CdS,2.4
Cd1S1,CdS,2.95
Ag2S1,Ag2S,0.9
Bi4S6,Bi4S6,1.4
Bi2S3,Bi2S3,1.59
Zn1S1,ZnS,3.6
Sb2S3,Sb2S3,1.7
Ga1Se1,GaSe,2.23
Zn1S1,ZnS,3.4
Zn1S1,ZnS,4.0
Zn1S1,ZnS,4.22
In1Se1,InSe,0.1
In1Se1,InSe,0.1
Re1S2,ReS2,0.01
Re1S2,ReS2,1.4
Cd1S1,CdS,2.52
Sn1S2,SnS2,0.71
Mo1S2,MoS2,1.8
Mo1S2,MoS2,1.8
Ag2S1,Ag2S,1.0
Ag2S1,Ag2S,1.0
Mo1S2,MoS2,1.9
Mo1S2,MoS2,1.67
Mo1S2,MoS2,0.004900000000000001
Mo1S2,MoS2,0.0011
Cd1S1,CdS,2.03
Cd1S1,CdS,2.03
Zn1S1,ZnS,3.21
Zn1S1,ZnS,3.21
Cd1S1,CdS,2.03
Ag1In1S2,AgInS2,1.8
Ga1Se1,GaSe,1.996
Mo1S2,MoS2,1.29
Cu2Ba1Sn1S4,Cu2BaSnS4,1.77
Cu2Ba1Sn1S4,Cu2BaSnS4,1.77
Cu2Ba1Sn1Se4,Cu2BaSnSe4,1.28
Cu2Ba1Sn1S4,Cu2BaSnS4,5.5
Sn1Se1,SnSe,1.3
Sn1Se1,SnSe,0.5
Pb1S1,PbS,1.8
Sn1S2,SnS2,0.35
Zn1S1,ZnS,3.6
Re1S2,ReS2,1.35
Mo1S2,MoS2,1.85
Se1,Se,1.715
Mo1Se2,MoSe2,1.55
W1Se2Mo1S2,WSe2MoS2,1.62
Mo1S2,MoS2,1.62
Cd1S1,CdS,3.35
S4C12N2H20,S4C12N2H20,2.6
In2S3,In2S3,2.2
Sn1S1,SnS,1.3
Sn1S2,SnS2,2.18
Sn2S3,Sn2S3,0.95
C10H18S4N2B1Sn1,C10H18S4N2BSn,1.45
Pb1S1,PbS,0.41
Pb1Se1,PbSe,0.27
Bi2S3,Bi2S3,1.7
Bi2S3,Bi2S3,1.49
Ba1Ga2Ge1S6,BaGa2GeS6,3.23
Cd1S1,CdS,2.3
Cu1In1S2,CuInS2,1.5
Cu1In1Se1S1,CuInSeS,1.5
Cu0.28In1Se2,Cu0.28InSe2,2.12
Cu1S1,CuS,2.28
Na1Ga1Ge3Se8,NaGaGe3Se8,2.23
Bi2S3,Bi2S3,1.7
Zn1Mo1Cd1S1,ZnMoCdS,2.25
Se1,Se,1.25
Zn1S1,ZnS,3.54
Sn1S2,SnS2,2.2
Sn1S1,SnS,1.11
Sn2S3,Sn2S3,1.11
Zn1S1,ZnS,3.8
Zr1S2,ZrS2,1.235
Zr1S2,ZrS2,1.11
Zr1S2,ZrS2,1.56
C3N4Zr1S2,C3N4ZrS2,1.71
C3N4Zr1S2,C3N4ZrS2,2.0
Zr1S2,ZrS2,1.03
Zr1S2,ZrS2,1.23
Mo1S2,MoS2,0.825
Mo1S2,MoS2,1.23
Zn1S1,ZnS,3.2
Zn1S1B1,ZnSB,3.64
S1,S,1.1
Cu3Sb1Se4,Cu3SbSe4,1.96
C1H4N2S1,CH4N2S,3.865
Ag2S1,Ag2S,2.39
Sn1S1,SnS,1.1
Mo1S2,MoS2,1.8
Cd1S1,CdS,2.4000000000000004
Zn1Se1,ZnSe,2.7
Cu2Cd1Sn1S4,Cu2CdSnS4,1.63
Cu2Co1Sn1S4,Cu2CoSnS4,1.5
In2S3,In2S3,2.28
In2S3,In2S3,2.15
In2S3,In2S3,2.28
Cu3Se2,Cu3Se2,2.37
Zn1Se1,ZnSe,2.7
In2Se3,In2Se3,1.4
In1Se1,InSe,1.4
Cd1Se1,CdSe,1.7
Cd1Se1,CdSe,1.7
Mo1S2,MoS2,1.5499999999999998
Mo1S2,MoS2,1.42
Mo1S2,MoS2,1.2
Cd1S1,CdS,2.42
Cd1S1,CdS,2.34
Mo1S2,MoS2,1.2
Pb1S1,PbS,1.27
Pb1S2Cd1,PbS2Cd,1.34
Pb1S1,PbS,1.34
Pb1Se1,PbSe,1.7
Sb2Se3,Sb2Se3,1.46
Sn1Se1,SnSe,0.914
Sn1Se1,SnSe,0.39
Cu2Sn1Se3,Cu2SnSe3,1.25
W1Se2,WSe2,1.7
Cd1S1Se1,CdSSe,2.07
Cd1Se1,CdSe,1.72
Cd1S1Se1,CdSSe,2.06
Cd1S1Se1,CdSSe,0.54
Cd1S1Se1,CdSSe,2.07
S6Mo1,S6Mo,1.9
Mo1S2,MoS2,1.9
Mo1S2,MoS2,1.3
Mo1S2,MoS2,1.3
Mo1S2,MoS2,1.88
W1Se2,WSe2,1.44
W1Se2,WSe2,1.6
W1Se2,WSe2,1.51
W1Se2,WSe2,1.43
W1Se2,WSe2,1.25
W1Se2,WSe2,0.87
W1Se2,WSe2,1.8
Ag1Sb1Se2,AgSbSe2,1.0
Ag1Sb1Se2,AgSbSe2,0.83
Sb2Se3,Sb2Se3,0.44
Mo1Se2,MoSe2,1.68
Mo1Se2,MoSe2,1.5
Mo1Se2,MoSe2,1.68
Sn1S1,SnS,1.43
Pb1S1,PbS,0.41
S1,S,0.41
Mo1S2,MoS2,1.2
Mo1Se2,MoSe2,1.58
Ag1In1S2,AgInS2,1.868
Mo1Se2,MoSe2,1.87
Mo1S2,MoS2,0.045
Mo1Se2,MoSe2,1.46
Mo1S2,MoS2,1.98
Ga1Se1,GaSe,2.05
Cd1S1,CdS,2.4
Cd1S1,CdS,2.4
Zn1S1,ZnS,2.4
Cu1Sb1S2,CuSbS2,1.62
Cu12Sb4S13,Cu12Sb4S13,1.94
Mo1S2,MoS2,1.5
Zn1S1,ZnS,3.72
Zn1S1,ZnS,5.5
Zn1Se1,ZnSe,2.7
Cd1S1,CdS,2.4
Cd1S1,CdS,2.4
Cd1Se1,CdSe,1.797
Zr1S3,ZrS3,2.56
Zr1S3,ZrS3,2.56
Ge1S1,GeS,1.65
Ge1Se2,GeSe2,1.08
Ge1Se1,GeSe,1.08
Zr1S3,ZrS3,2.56
Zr1S3,ZrS3,2.07
Zr1S3,ZrS3,2.33
Cd1S1,CdS,2.96
Cd1S1,CdS,2.42
